mae,loss,val_mae,val_loss
0.015199458226561546,0.0004832653794437647,0.060792721807956696,0.003981682006269693
0.02034538984298706,0.0007340890588238835,0.021315177902579308,0.0006912872777320445
0.01093421969562769,0.00032541374093852937,0.01500706560909748,0.00035367932287044823
0.013424652628600597,0.0004047001129947603,0.015339404344558716,0.0003668007848318666
0.01439362857490778,0.0004229899204801768,0.029482189565896988,0.0011393445311114192
0.014636898413300514,0.0004500059294514358,0.014514492824673653,0.00032622902654111385
0.013226237148046494,0.00038891422445885837,0.020119475200772285,0.0005671906401403248
0.01627930998802185,0.0004950123257003725,0.02423318289220333,0.0007670758059248328
0.015417496673762798,0.0004666910390369594,0.014051182195544243,0.00030621959012933075
0.011955687776207924,0.00034964916994795203,0.016773756593465805,0.00044563229312188923
0.01065470278263092,0.00031786991166882217,0.015288076363503933,0.00036260017077438533
0.011911067180335522,0.0003539879689924419,0.02866259589791298,0.0010372571414336562
0.016010906547307968,0.00048702978529036045,0.025418784469366074,0.0008273561834357679
0.012907899916172028,0.0003817963588517159,0.013090712949633598,0.0002714704896789044
0.012927636504173279,0.0003807180328294635,0.053846295922994614,0.003200283506885171
0.020449012517929077,0.000735766370780766,0.020755866542458534,0.0005879508098587394
0.01809268817305565,0.0006227457197383046,0.03203326463699341,0.0013137275818735361
0.013353955000638962,0.00040364303276874125,0.0413932166993618,0.0020356306340545416
0.018637800589203835,0.000644067709799856,0.021073056384921074,0.000668749155011028
0.012921974994242191,0.0003751977055799216,0.06004617363214493,0.003922306466847658
0.021438533440232277,0.0008476883522234857,0.01754872314631939,0.00048248673556372523
0.01474047638475895,0.0004406836233101785,0.049433108419179916,0.0027044471353292465
0.015174676664173603,0.00048511094064451754,0.014135773293673992,0.000314107455778867
0.014420350082218647,0.00044440821511670947,0.0312139093875885,0.0012359216343611479
0.014466088265180588,0.0004656095989048481,0.019539862871170044,0.0005302567151375115
0.011188768781721592,0.00033011948107741773,0.013726485893130302,0.00029835410532541573
0.013547546230256557,0.000407529529184103,0.028907719999551773,0.0010815465357154608
0.018406614661216736,0.0006221582880243659,0.013128889724612236,0.0002734042063821107
0.01164386235177517,0.0003375353117007762,0.03400552272796631,0.0014128092443570495
0.012701882980763912,0.000376443233108148,0.017942266538739204,0.0005029060994274914
0.013636824674904346,0.0004096896154806018,0.026795098558068275,0.0009519032901152968
0.01582612842321396,0.0005001426907256246,0.013188655488193035,0.00027452516951598227
0.012864432297647,0.00038138346280902624,0.012852238491177559,0.0002637936850078404
0.013310479931533337,0.00038626001332886517,0.01441381685435772,0.00031878292793408036
0.011788871139287949,0.00034210309968329966,0.014233299531042576,0.0003119202156085521
0.011422544717788696,0.00033255558810196817,0.014658697880804539,0.00033623422496020794
0.012485867366194725,0.0003721949178725481,0.014506412670016289,0.00032479880610480905
0.013762671500444412,0.0004152461187914014,0.0275113545358181,0.0009861687431111932
0.015409923158586025,0.0004839891043957323,0.017731044441461563,0.00044599626562558115
0.015855031087994576,0.00047799752792343497,0.019317159429192543,0.0005633126711472869
0.014050252735614777,0.0004239501722622663,0.04293898865580559,0.002085889922454953
0.02112616039812565,0.0007521560764871538,0.01324936281889677,0.00027514921384863555
0.01234255451709032,0.0003812233917415142,0.015544772148132324,0.00038425353704951704
0.0126802958548069,0.0003773158532567322,0.02105942741036415,0.0006486309575848281
0.011909626424312592,0.0003462964959908277,0.06578037887811661,0.004561439156532288
0.02374880388379097,0.0009473217651247978,0.012483886443078518,0.0002517779648769647
0.010903612710535526,0.00031221116660162807,0.0599021278321743,0.003865292528644204
0.019857238978147507,0.0007013673312030733,0.017270227894186974,0.00046485973871313035
0.01248232088983059,0.00037380578578449786,0.028049221262335777,0.001014188164845109
0.014462025836110115,0.00042871793266385794,0.014152884483337402,0.00031472128466703
0.013597667217254639,0.0004146374703850597,0.0143791688606143,0.0003204447275493294
0.014224015176296234,0.00042657542508095503,0.015065575949847698,0.0003577668103389442
0.014632179401814938,0.00044388038804754615,0.015655407682061195,0.0003909704100806266
0.012160898186266422,0.0003631517756730318,0.012731658294796944,0.0002577965206000954
0.01194077916443348,0.000354729505488649,0.014638270251452923,0.0003316894290037453
0.011250203475356102,0.000333716394379735,0.02668232098221779,0.0009282074752263725
0.012072759680449963,0.00035614820080809295,0.019702689722180367,0.000525442126672715
0.01240107323974371,0.00037647661520168185,0.027008056640625,0.0009436189429834485
0.014833957888185978,0.00046535037108696997,0.034082479774951935,0.001390482997521758
0.018133122473955154,0.0006101449835114181,0.013510261662304401,0.0002828807046171278
0.014079699292778969,0.0004247194156050682,0.018384618684649467,0.0004660156846512109
0.015924878418445587,0.0005033183260820806,0.019941870123147964,0.0005817337078042328
0.016846267506480217,0.000525261799339205,0.03686445578932762,0.0016122972592711449
0.013845833018422127,0.000432823522714898,0.01853753812611103,0.00047357036964967847
0.013984833844006062,0.0004378893645480275,0.029930174350738525,0.0011172676458954811
0.011910767294466496,0.00034230356686748564,0.012630143202841282,0.0002519995323382318
0.013480423018336296,0.00040549918776378036,0.030795365571975708,0.0011738772736862302
0.015046030282974243,0.00045781664084643126,0.029888616874814034,0.0011158528504893184
0.013993347994983196,0.0004281590518075973,0.03730803355574608,0.0016197069780901074
0.01498174387961626,0.0004508811398409307,0.012505344115197659,0.00025057760649360716
0.01323901116847992,0.0003982293128501624,0.024770613759756088,0.0007725297473371029
0.012107003480196,0.0003552187408786267,0.012487092055380344,0.0002478340466041118
0.014098677784204483,0.0004270627396181226,0.013875437900424004,0.00030318385688588023
0.015028571709990501,0.00047859380720183253,0.025394827127456665,0.0008086003363132477
0.01645728386938572,0.0005153713864274323,0.014083905145525932,0.00030800310196354985
0.016028596088290215,0.0005113510997034609,0.04048581048846245,0.0018820816185325384
0.01770501770079136,0.0005858361255377531,0.014747104607522488,0.0003441475273575634
0.012829633429646492,0.00037222582614049315,0.030257390812039375,0.0011405096156522632
0.015498416498303413,0.0004975395859219134,0.03166632726788521,0.0012349395547062159
0.01572059467434883,0.0004891591961495578,0.012457353994250298,0.0002488605387043208
0.0142836794257164,0.00044477437040768564,0.011970196850597858,0.00023449012951459736
0.017933817580342293,0.0005602680612355471,0.02138487808406353,0.000650751288048923
0.010892137885093689,0.0003083697229158133,0.012640310451388359,0.0002567726478446275
0.013491161167621613,0.00041661810246296227,0.02164868451654911,0.0006633629091084003
0.011293090879917145,0.00031931878766044974,0.03152710944414139,0.0012277401983737946
0.012766133062541485,0.0003936054708901793,0.01235008705407381,0.0002455015783198178
0.012712440453469753,0.00037545710802078247,0.020950879901647568,0.0006317457882687449
0.014031902886927128,0.0004275604151189327,0.014726744964718819,0.0003454588004387915
0.01290034782141447,0.00038640646380372345,0.02284102328121662,0.0006627836264669895
0.01317859161645174,0.00040544074727222323,0.012024513445794582,0.0002398262295173481
0.011550791561603546,0.00034296364174224436,0.012290222570300102,0.00023883511312305927
0.011762907728552818,0.00035568609018810093,0.012419288046658039,0.00024309010768774897
0.012520307675004005,0.0003719192463904619,0.039489127695560455,0.00182922906242311
0.017568551003932953,0.0005636417190544307,0.012206213548779488,0.00024048872001003474
0.013870878145098686,0.0004052614967804402,0.01465586293488741,0.00034515256993472576
0.01284016016870737,0.00038068837602622807,0.04009944573044777,0.0018281155498698354
0.012693510390818119,0.0003811839269474149,0.011634205467998981,0.0002288755204062909
0.011140871793031693,0.00031678620143793523,0.02228211984038353,0.0006875548860989511
0.011875476688146591,0.0003390329657122493,0.01671174168586731,0.00039739932981319726
0.014624761417508125,0.0004489040293265134,0.03789261355996132,0.0016531702131032944
0.015068145468831062,0.0004925026441924274,0.016943369060754776,0.0004408803943078965
0.013030067086219788,0.0003853592206723988,0.012956027872860432,0.00026662720483727753
0.013364461250603199,0.00039177562575787306,0.031061168760061264,0.0012015143875032663
0.014585314318537712,0.0004435263108462095,0.027009401470422745,0.0009401332936249673
0.015164056792855263,0.00046390705392695963,0.023806946352124214,0.0007176557555794716
0.015450596809387207,0.0004815901047550142,0.014514054171741009,0.0003265675622969866
0.011217777617275715,0.000323749816743657,0.012850441969931126,0.00026678951689973474
0.013348761014640331,0.0004198103561066091,0.029224932193756104,0.0010772810783237219
0.01296487357467413,0.00037473117117770016,0.017515841871500015,0.0004322506138123572
0.01332359854131937,0.00040062653715722263,0.01484827883541584,0.00032950917375274
0.011235841549932957,0.0003197007754351944,0.05559834837913513,0.0033022314310073853
0.01899663917720318,0.000676951021887362,0.02665645256638527,0.0009134993306361139
0.01263072993606329,0.00037791006616316736,0.037161827087402344,0.0016172472387552261
0.015724239870905876,0.0005229904199950397,0.011722211726009846,0.00023322622291743755
0.01267269067466259,0.0003609496052376926,0.01475377194583416,0.0003488987567834556
0.01262208167463541,0.00038961638347245753,0.03111431933939457,0.0011866263812407851
0.013146143406629562,0.00039592714165337384,0.03498592600226402,0.0014717992162331939
0.01806655339896679,0.0005952097126282752,0.020619025453925133,0.0006200172938406467
0.011950242333114147,0.0003381125279702246,0.01522838231176138,0.0003490751550998539
0.01222205813974142,0.0003620638744905591,0.02281102165579796,0.0006604911177419126
0.013288945890963078,0.0003924598859157413,0.01208402868360281,0.000236017323913984
0.010934772901237011,0.00030991938547231257,0.013129507191479206,0.000271794997388497
0.014096543192863464,0.0004261502472218126,0.027649329975247383,0.0009587079402990639
0.01234820019453764,0.0003613265580497682,0.013540527783334255,0.0002941694110631943
0.01604434847831726,0.00048754416638985276,0.012586832046508789,0.00025702387210913
0.011899171397089958,0.0003484906046651304,0.012467809952795506,0.0002464371791575104
0.012707804329693317,0.00036954833194613457,0.013790334574878216,0.00029932521283626556
0.011842925101518631,0.000347124005202204,0.012235368601977825,0.0002393210306763649
0.014039980247616768,0.00042484779260121286,0.040616225451231,0.0018909682985395193
0.013436267152428627,0.0004213300417177379,0.02253257855772972,0.0006546914228238165
0.013900472782552242,0.0004154319758526981,0.025111837312579155,0.000787676777690649
0.016959089785814285,0.0005483985296450555,0.036963604390621185,0.001635231077671051
0.016780339181423187,0.0005725506343878806,0.013220961205661297,0.0002810444566421211
0.013975788839161396,0.0004309374198783189,0.01479258667677641,0.00032231444492936134
0.015110614709556103,0.00045333494199439883,0.021338369697332382,0.0005813484895043075
0.013641967438161373,0.0004048481350764632,0.020770426839590073,0.0006210003630258143
0.014831787906587124,0.00046148410183377564,0.02926713600754738,0.0010608581360429525
0.013887125067412853,0.0004099970974493772,0.013445134274661541,0.0002978536649607122
0.01320869941264391,0.0003924320044461638,0.021304437890648842,0.0005848617292940617
0.018923718482255936,0.0006169969565235078,0.048559606075286865,0.0025903184432536364
0.01662433333694935,0.0005388216231949627,0.015867028385400772,0.00039537035627290606
0.011521833017468452,0.00032245100010186434,0.012154792435467243,0.0002305967063875869
0.016743497923016548,0.0005488757160492241,0.020429560914635658,0.0006140387849882245
