mae,loss,val_mae,val_loss
0.25455331802368164,0.14025522768497467,0.1533939093351364,0.025253107771277428
0.042340077459812164,0.003061802126467228,0.04322456195950508,0.0029920642264187336
0.0323188379406929,0.001975124701857567,0.0371357724070549,0.0020420909859240055
0.03050011768937111,0.0017509197350591421,0.04650465026497841,0.0034488742239773273
0.023364681750535965,0.0011854092590510845,0.061195019632577896,0.005345339421182871
0.02233225852251053,0.001131028519012034,0.03579400107264519,0.0016836014110594988
0.020652901381254196,0.0009820464765653014,0.03519154712557793,0.0018267423147335649
0.019960973411798477,0.0009503819746896625,0.045063722878694534,0.002920009195804596
0.02393638715147972,0.0011674521956592798,0.039145950227975845,0.002421285957098007
0.018261464312672615,0.0008465613354928792,0.03270746394991875,0.0014621777227148414
0.018457716330885887,0.0008421852835454047,0.03292383998632431,0.001406544935889542
0.018666429445147514,0.0008742314530536532,0.03142576292157173,0.0012855154927819967
0.018083862960338593,0.0008154466049745679,0.03182200714945793,0.001356767606921494
0.017147447913885117,0.0007542268140241504,0.03229748085141182,0.0014608224155381322
0.01906740292906761,0.0008306333911605179,0.029404593631625175,0.0011316743912175298
0.017667284235358238,0.0007541924715042114,0.04360213503241539,0.002848425880074501
0.02080816961824894,0.0008577199187129736,0.030013829469680786,0.0012699890648946166
0.01872384175658226,0.0008147149928845465,0.029239973053336143,0.0012121453182771802
0.019132480025291443,0.000811468402389437,0.027828289195895195,0.0012267762795090675
0.016137076541781425,0.0006676362245343626,0.024408426135778427,0.0008515064837411046
0.014917698688805103,0.000611386785749346,0.02355009689927101,0.000786527176387608
0.015439274720847607,0.0006092283292673528,0.023381918668746948,0.0007452789577655494
0.015221167355775833,0.0006036663544364274,0.025320913642644882,0.0009265891276299953
0.01643415540456772,0.0006322606350295246,0.021453043445944786,0.0006603241781704128
0.014417313039302826,0.0005515028024092317,0.029644744470715523,0.0012246465776115656
0.018084703013300896,0.0007378259906545281,0.025352660566568375,0.0009262470412068069
0.013506795279681683,0.0005147179472260177,0.020097728818655014,0.000577689555939287
0.014666477218270302,0.0005378824425861239,0.019158652052283287,0.000558868981897831
0.01306251809000969,0.0004692770598921925,0.030017640441656113,0.0013388333609327674
0.015280383639037609,0.0005279401666484773,0.20125673711299896,0.04126538708806038
0.04462669789791107,0.0036975019611418247,0.03316540643572807,0.0014776831958442926
0.015409746207296848,0.0005691975238732994,0.02001306414604187,0.0006276133353821933
0.013885817490518093,0.0004972417373210192,0.021469656378030777,0.000732462911400944
0.013114062137901783,0.00048166545457206666,0.018973631784319878,0.000538801949005574
0.013631206005811691,0.0004753981193061918,0.018642518669366837,0.0005226248758845031
0.013898964039981365,0.0004750450898427516,0.028701292350888252,0.00123483722563833
0.017541134729981422,0.000631190137937665,0.03199424594640732,0.001469487906433642
0.0131362434476614,0.00044876165338791907,0.02827870473265648,0.0011818608036264777
0.01668695919215679,0.0005805087275803089,0.02389960177242756,0.0007998465443961322
0.012978870421648026,0.00043265646672807634,0.017190519720315933,0.0004308063944336027
0.012881270609796047,0.0004148977459408343,0.022636601701378822,0.0007242318242788315
0.012460432946681976,0.00041397687164135277,0.018459631130099297,0.00049986457452178
0.01288352906703949,0.00040704954881221056,0.021168295294046402,0.000707551371306181
0.015465744771063328,0.0005122912116348743,0.020221684128046036,0.000646282103843987
0.01184963807463646,0.0003775082586798817,0.019693884998559952,0.0006143629434518516
0.012167849577963352,0.0003765041474252939,0.017657872289419174,0.0005008770967833698
0.011497079394757748,0.0003625910612754524,0.015334839932620525,0.00036139116855338216
0.012691209092736244,0.00040947081288322806,0.01683618687093258,0.00045577663695439696
0.01345895603299141,0.0004396344011183828,0.015462095849215984,0.00035581804695539176
0.014071247540414333,0.000449925399152562,0.04219154641032219,0.0021051832009106874
0.015432343818247318,0.0005238524172455072,0.021689308807253838,0.0007201181724667549
0.01237652637064457,0.0003864608006551862,0.017396321520209312,0.0004812570405192673
0.014845655299723148,0.000462904543383047,0.014750033617019653,0.0003298884548712522
0.012757870368659496,0.00040446603088639677,0.014912315644323826,0.0003396949323359877
0.011958071030676365,0.0003558971802704036,0.01966737024486065,0.0005474219797179103
0.014911225065588951,0.0004653808136936277,0.025719089433550835,0.0008612672099843621
0.014021381735801697,0.0004304283356759697,0.01754525676369667,0.00048555611283518374
